sentenceid,utterance,verb,embpred,embQ,embSubject,embTense,mood_indicative
020201.cha1786,valha me Deus .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,FALSE
020201.cha3908,senta aqui (.) nê@f .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020201.cha4193,isso é o avô (.) que tem os óculos também „ não tem ?,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020201.cha4342,na [: não] (es)tá cá o Pa(i) Natal !,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020201.cha4862,no chão (.) senta te aí à minha frente .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020201.cha5723,isto não é para comer sopa „ pois não ?,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020201.cha6521,&=ri vou me embora .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha7409,+< tem aqui um dói-dói na perna .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha7569,+< não percebo .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020201.cha8526,olha (.) e tu sabes fazer mais (.) tu sabes dançar como os índios „ não sabes ?,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020308.cha847,põe aí o de +...,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020308.cha1301,+< não tens o bolo (.) pois é .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020308.cha2527,espera .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020308.cha2943,+< olha João (.) empresta lhe aquela [/] (.) aquela +...,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020308.cha4567,ai@i (.) é a minha (.) pois é .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020419.cha171,não ouvi (.) meu amor (.) é o quê ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020419.cha2404,venha [/] (.) venha (.) já chegámos ao café (.) vamos .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,FALSE
020419.cha4287,traz me outro bolo .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020419.cha4309,traz me antes uma fru +/.,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020419.cha4726,achas que o gelado é uma fruta ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020419.cha4782,vamos lá ver !,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020419.cha5190,não (.) <a mamã> [//] mas a mamã tira [/] tira [/] (.) tira a pele (.) depois já come (.) ok .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020419.cha5311,está bem (.) essa pode levar (.) depois já paga .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020419.cha5427,está a apreciar .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020419.cha6735,não comemos agora .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020419.cha7215,está fechado o centro comercial (.) vamos levá la aonde ?,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020419.cha7877,estás uma mentirosa !,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020524.cha476,é uma pena (.) ela está a crescer muito depressa .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020524.cha1956,+< ela não morde (.) olha (.) vês a minha mão aqui ?,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020524.cha2614,bom (.) vamos fazer chichi .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020524.cha3284,vais buscar a cadeira para ti (.) que é para +...,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020524.cha3764,toma Rometa .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020524.cha4017,não gosta de garfos (.) gosta só assim .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020524.cha5303,+< está abaiado .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020524.cha5500,caiu aquilo tudo .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020716.cha178,ah (.) vai ver (.) eu acho que é capaz de estar em cima da cadeira .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020716.cha6346,esta é para os amigos todos .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020716.cha6839,ah (.) ok (.) já tinha (.) sim .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020716.cha8171,vais apagar essa luz (.) está bem .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020803.cha781,achas que já está muito ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020803.cha2224,é uma boneca .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020803.cha2718,passou lhe aquela fase horrorosa (.) com os miúdos (.) teve essa fase assim (.) e coisa (.) e agora [/] (.) agora é [/] (.) é a mamã (.) é [/] é (.) olha .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020803.cha3949,eu já venho ver do outro .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020803.cha5017,a@fp tu tinhas dois (.) o outro é de manga comprida (.) é muito quente .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
021020.cha1094,já chegam .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
021020.cha1454,acabou (.) adeus .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
021020.cha3337,+< por acaso é giro .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
021020.cha3767,olha [/] (.) olha (.) podias mostrar a magia à João (.) queres ver ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
021020.cha4589,&=ri <eu logo> [/] eu logo te conto .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
021121.cha491,e como é que ela conta as histórias (.) diz à João .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
021121.cha4395,+< a mãe está tonta !,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
030015.cha771,eu quero .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
030015.cha890,mostra cá todos .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
030015.cha1703,mas (.) olha (.) e eu acho que +/.,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
030015.cha2553,não é o Óscar „ pois não ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
030015.cha3132,está por cima .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
030015.cha5394,é um bocadinho pequenino (.) ainda é bebé (.) pois é .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
030202.cha1094,espera (.) isto já não devem ter ordem nenhuma .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
030202.cha1271,anda .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
030202.cha1485,diz lá .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
030202.cha1562,&=ri deve ser isso .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
030202.cha1570,então gostaste muito (.) da viagem .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
030202.cha1613,olha (.) eu acho que podemos contar à João (.) é um passeio que tu foste fazer (.) com a tua escola .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
030202.cha1766,sete (.) falta o sete (.) sete .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
030202.cha2924,olha (.) <faz de conta> [/] (.) faz de conta que isto são raízes .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
030202.cha4167,senhora professora Catarina (.) eu (.) sabe (.) bater (.) eu não costumo bater .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
030406.cha875,&=ri xxx também salta (.) às vezes (.) hã@i .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
030406.cha1171,isto é a sala „ não é ?,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
030406.cha3438,está à valanda@q .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
030528.cha1016,eu quero este .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
030528.cha2842,eu acho que estás a +...,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
030528.cha3059,eu quero .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
030729.cha628,mostra a mãe .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
030729.cha967,está constipado (.) está o quê ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
030729.cha2860,olha (.) está ali (.) está ali (.) olha [/] (.) olha [/] (.) olha !,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
030729.cha3645,a Inês pode ler (.) vá .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
031001.cha1656,oh (.) claro &=ri [/] (.) claro (.) a gente adora a S(alomé) +/.,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
031001.cha2151,fico felicíssima de ouvir isso .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
031001.cha2232,ok (.) dás na minha mão e contas (.) vá .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
031001.cha3185,estava a ver se arranjava palavras com l no final da sílaba porque pareceu me que estava a acontecer uma coisa engraçada .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
031001.cha3516,acho que não .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
031001.cha4431,+< mostra .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
031001.cha4467,está óptimo .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
031001.cha5330,ó querida (.) tens que pôr a barrinha cor_de_laranja para cima .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
031112.cha544,eu já te disse (.) aquelas grandes (.) que se viram para o sol .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
031112.cha1292,estava com uma dúvida que vem ter comigo e diz me assim conta me o que dentro das coisas .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
031112.cha1751,<não vai (.) não (.) não> [?] .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
010618.cha570,não (.) este não é dos bombeiros filho .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
010618.cha2654,o hipopótamo (.) a mãe não sabe (.) do hipopótamo (.) filho .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
010618.cha3687,está aí (.) ao pé do teu pé filho .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
010618.cha3867,estava quase a cair .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
010618.cha5026,ai@i (.) queres o popó .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
010618.cha5496,não é o tostão (.) <que se> [//] <com que se> [//] não se abre a porta com o tostão (.) abre se a porta com quê ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
010618.cha5876,e aqui é o tomate .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
010714.cha1310,vamos contar .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
010714.cha1692,olha (.) vamos ver este .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
010714.cha2607,há coisas que nem eu percebo .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
010714.cha3512,tu sabes contar tão bem histórias (.) que eu quero ouvir .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
010714.cha5813,canta lá (.) para a mamã ouvir .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
010816.cha1221,olha (.) põe lá o patito no sítio dele (.) põe lá .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
010816.cha3238,é o carro dos bombeiros .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
010816.cha3420,ficaram tristes „ foi ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
010816.cha3466,conta lá .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
010816.cha4882,põe a pê@f no bolso .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
010816.cha6061,és tão trapalhão .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
010914.cha407,não há mais !,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
010914.cha789,foi cá em casa „ não é ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
010914.cha795,tens uma vaquinha aqui à janela „ é (.) Tomás ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
010914.cha2063,ajuda o Tás@f .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
010914.cha3305,isso não é um tractor „ pois não ?,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
010914.cha3555,vê lá (.) olha (.) sabes pôr esta ?,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
010914.cha4285,não é .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
010914.cha5275,a Totó é a tia .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
011008.cha1465,oh (.) isso está tudo estragado .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
011008.cha2730,aí vai ele .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
011008.cha3858,ó filho (.) não ponhas os pés em cima das peças porque depois tu cais .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,FALSE
011112.cha269,a mãe ia perguntar qualquer coisa que se esqueceu .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
011112.cha1560,Tomás (.) canta os parabéns filho .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
011112.cha1681,a mamã quer que tu contes a história .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
011112.cha2461,conta lá esta (.) como é ?,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
011112.cha2703,não (.) está na cozinha .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
011112.cha2735,não vais tirar as meias todas da caixa (.) não .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
011112.cha2933,estamos a entrar numa fase má „ é filho ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
011112.cha3684,canta lá (.) a mamã ajuda .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
011112.cha4364,pois (.) mas a papa das galinhas é milho .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
011112.cha5493,tem um buraquinho .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020010.cha891,já vi aí (.) Tomás da Rocha Pereira .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020010.cha2009,está aqui a caneta (.) pois .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020010.cha2914,então a mamã já contou (.) agora é o Tás@f a contar .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020010.cha3642,ah (.) isso é um chapéu agora (.) já não é uma história .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020010.cha4035,tira lá .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020010.cha5247,é que eu assim não percebo nada .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020010.cha6101,tens de tirar a chucha para falar .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020010.cha6226,conta lá à mamã .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020010.cha6541,não filho (.) não é daí .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020107.cha2043,olha (.) mas diz lá uma coisa (.) o que é que tu fizeste ao Abílio ?,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020107.cha2058,é o Winnie (.) pois é .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020107.cha2784,mas não é (.) é um elefante .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020209.cha156,não (.) está doentinho „ não é ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020209.cha548,começou a chorar .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020209.cha1635,não filho (.) a ovelha (.) não chores Tomás .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,FALSE
020209.cha2048,não é para eu papar (.) é só para a vaca papar ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020209.cha2683,anda .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020209.cha2755,isso faz muito barulho filho .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020209.cha4350,pois viu (.) o Tomás viu este azul e este cor_de_rosa .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020209.cha7468,&=ri isso são as notas filho !,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020209.cha7568,deixa a mamã ver se o marcador ainda escreve .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020209.cha7576,escreve (.) toma lá .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020309.cha269,+< está aqui !,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020309.cha1668,mas tens de tirar o dedo da boca para falar .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020309.cha3370,o balde não é filho !,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020309.cha3740,o osso é para o cão .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020309.cha4028,pede porque nos vê comer .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020309.cha5119,ah (.) já sei .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020309.cha5946,não (.) a mãe está triste (.) tu bateste à mãe .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020309.cha6205,dói te os dentinhos „ é Tomás ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020400.cha294,ah (.) eu assim não oiço nada !,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020400.cha677,e a menina dava também .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020400.cha967,não sei .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020400.cha2755,olha (.) o Daniel está a chamar o Tomás .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020400.cha3320,é amarelo e preto (.) mas é um carochinha .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020400.cha5436,já está .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020400.cha6378,agora tem que fazer com jeitinho .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020503.cha3014,muito bem (.) afinal o Tás@f sabe .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020503.cha4281,+< olha (.) senta aqui .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020503.cha5540,e olha ali aquela avestruz bebé (.) olha ali (.) está a sair do ovo .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020503.cha6433,o Tomás já sabe fazer tudo sozinho „ não é ?,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020503.cha7157,tens que mastigar a comida bem mastigada (.) está bem ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020503.cha7264,mastiga bem a maçã .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020606.cha870,olha (.) mostra os teus animais à Ana .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020606.cha2638,mas pelo menos já dorme „ não é ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020606.cha2788,então não fui à avó velha .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020606.cha3827,não (.) é assim (.) põe lá assim .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020606.cha4783,anda cá Tomás (.) anda contar .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020606.cha7102,é assim é (.) escreve lá .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020606.cha7463,a mãe dá pepê@f (.) mas não pões na boca (.) ficas com ela na mão (.) está bem ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020713.cha115,agora tens que pôr os outros .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020713.cha371,olha (.) és batoteiro .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020713.cha895,ai@i ó@i Tomás (.) deixa me cá ver uma coisa +...,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020713.cha980,ontem fui para lhe ir comprar umas calças (.) ele não quer calças (.) não quer .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020713.cha1166,ó Tomás (.) anda cá .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020713.cha1639,pois é (.) hoje é dia de São Martinho „ não é ?,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020713.cha1651,é amanhã (.) xxx .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020713.cha2082,procura lá .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020713.cha2410,conta lá .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020713.cha2689,só se vê (.) pois .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020713.cha3445,mas a cegonha não fala com pessoas grandes (.) só fala com meninos .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020713.cha4921,ó@i filho (.) temos que ir experimentando (.) a mãe não sabe (.) temos que ir ver .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020713.cha5392,esta é daqui (.) olha .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020713.cha5409,e este é daqui .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020713.cha5612,a mãe não percebe muito disto (.) sabes ?,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020713.cha6111,+< ah (.) essas são muito más .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020713.cha6752,ouve (.) já viste a vergonha que é (.) é uma vergonha (.) a Ana vem cá para ver o Tomás e o Tomás está sempre a chorar ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020713.cha7043,sim (.) vamos procurar qual é aí .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020713.cha7236,deixa ver .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020713.cha7441,se calhar é doutro „ não é ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020713.cha7527,este é um jogo das casinhas (.) <e das> [//] (.) e dos meninos (.) e dos animais .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020713.cha7546,e aquele é um jogo dos barcos .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020809.cha4099,o Joãozinho (.) está aqui .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020809.cha6415,cuidado (.) Tomás (.) magoas a mãe .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020809.cha6440,és muito tontinho .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020907.cha62,pronto (.) agora não é preciso estar quentinho (.) pois não ?,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020907.cha874,+< estava com medo .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020907.cha1781,&=ri eles dizem cada coisa !,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020907.cha1825,vê lá se te morde .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020907.cha2692,+< ai@i que giro (.) tens um bebé !,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020907.cha3348,olha (.) olha (.) Tomás (.) conta lá à Ana <a dos> [/] (.) a dos cordeirinhos (.) como é ?,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020907.cha4671,olha vê lá se partes .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020907.cha4681,ah (.) é só para dobrar .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020907.cha5082,e [/] e [/] e olha (.) e conta lá como é que queres o carro .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020907.cha5210,+< &=ri é sistemático .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020907.cha5214,olha (.) conta lá à Ana (.) onde é que nós fomos passar o ano .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020907.cha6151,assim é outro nove .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020907.cha6648,xxx (.) olha (.) ouve (.) quando a Ana for embora pões música (.) está bem ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020907.cha7026,vai lá contar (.) vai .,IMPERATIVE,TRUE,FALSE,FALSE,FALSE,TRUE
020907.cha7222,+< é outra versão .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha198,+< gosta (.) mas hoje por acaso comeu um queque .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha210,então vem confortado .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha631,dói te (.) tu disseste que te doía o dente (.) e a médica disse que era de quê ?,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha673,+< a@i (.) é uns coisinhos .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha2023,ele já não se mexe (.) coitadinho .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020922.cha2149,não (.) não estou a ver (.) filho .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha3700,a mamã fez uma festinha ao cão .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020922.cha4969,não consegues +/.,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha5552,tens pouco espaço e muitos brinquedos .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha5701,+< é um sinal (.) filho .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha6018,essa é do benfica .,DECLARATIVE,TRUE,FALSE,TRUE,TRUE,TRUE
020922.cha6643,a@i (.) a@i (es)tou a ver .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha6987,parecia me uma peça (.) de qualquer coisa .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
020922.cha7735,não tenho [?] uma história hoje .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
021100.cha740,ai@i (.) (es)tou a pisar isto .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
021100.cha1609,mostras noutro dia .,DECLARATIVE,TRUE,FALSE,FALSE,TRUE,TRUE
